Air_temperature,Process_temperature,Rotational_speed,Torque,Tool_wear,Type_High,Type_Low,Type_Medium,Failure_type
-0.45152842408754035,-0.407133841572501,-0.5568084923776496,0.4235277419534232,-0.40726994741809563,0.0,1.0,0.0,No Failure
-0.5015172450886974,-0.407133841572501,0.8589969932743359,-0.9912392935693648,-0.37584611488794667,0.0,1.0,0.0,No Failure
-0.45152842408754035,-0.3397310228141411,-1.1142122268863053,0.8248800924563418,-0.34442228235779776,0.0,0.0,1.0,No Failure
-0.5015172450886974,-0.407133841572501,1.4442709145084245,-1.4527944966477213,-0.29728653356257434,0.0,1.0,0.0,No Failure
-0.5015172450886974,-0.407133841572501,-0.6682892392793808,0.8349139012189141,-0.2658627010324254,0.0,1.0,0.0,No Failure
-0.5515060660898544,-0.47453666033082254,0.7029239476119122,-0.7504278832676138,-0.23443886850227644,0.0,1.0,0.0,No Failure
-0.601494887090983,-0.609342297847504,0.1120759890327372,-0.5296840904910083,-0.2030150359721275,0.0,0.0,1.0,No Failure
-0.601494887090983,-0.5419394790891824,-0.4843460068915244,0.8650153275066335,-0.15587928717690408,0.0,0.0,1.0,No Failure
-0.5515060660898544,-0.5419394790891824,0.23470481062464146,-0.32900791523954903,-0.10874353838168067,0.0,0.0,1.0,No Failure
-0.601494887090983,-0.609342297847504,-0.5568084923776496,-0.07816269617522498,-0.061607789586457254,0.0,1.0,0.0,No Failure
-0.5515060660898544,-0.5419394790891824,-0.8912507330828431,1.0757253115206658,-0.03018395705630831,1.0,0.0,0.0,No Failure
-0.601494887090983,-0.609342297847504,-1.0528978160903533,1.2563338692469788,0.04837562426906405,0.0,1.0,0.0,No Failure
-0.601494887090983,-0.609342297847504,-0.9860093679493146,0.5439334471042983,0.07979945679921299,0.0,1.0,0.0,No Failure
-0.601494887090983,-0.609342297847504,-0.9525651438787952,1.0857591202832382,0.11122328932936193,0.0,1.0,0.0,No Failure
-0.601494887090983,-0.609342297847504,-0.9525651438787952,0.9151843713194983,0.14264712185951087,0.0,0.0,1.0,No Failure
-0.601494887090983,-0.5419394790891824,-0.930268994498449,0.8549815187440603,0.1897828706547343,1.0,0.0,0.0,No Failure
-0.601494887090983,-0.609342297847504,-0.37286525998979325,0.7546434311183307,0.26834245198010664,0.0,0.0,1.0,No Failure
-0.601494887090983,-0.609342297847504,-0.2781066251233218,0.9151843713194983,0.31547820077533006,0.0,1.0,0.0,No Failure
-0.6514837080921401,-0.6767451166058639,1.6951025950373195,-1.4226930703600023,0.346902033305479,0.0,0.0,1.0,No Failure
-0.601494887090983,-0.609342297847504,-0.6738632766244673,0.6342377259674549,0.3940377821007024,0.0,1.0,0.0,No Failure
-0.601494887090983,-0.5419394790891824,-0.6348450152088615,1.396807191923,0.42546161463085136,1.0,0.0,0.0,No Failure
-0.5515060660898544,-0.5419394790891824,-0.7073075006949867,0.4134939331908501,0.5040211959562237,0.0,0.0,1.0,No Failure
-0.5515060660898544,-0.609342297847504,7.369472612335435,-3.5498605280254703,0.5511569447514472,0.0,1.0,0.0,Power Failure
-0.5515060660898544,-0.609342297847504,-0.8689545837024969,1.49714527954873,0.5825807772815961,0.0,1.0,0.0,No Failure
-0.601494887090983,-0.6767451166058639,-0.23351432636262934,0.38339250690313076,0.614004609811745,1.0,0.0,0.0,No Failure
-0.6514837080921401,-0.6767451166058639,0.14552021310325655,-0.48954885544071663,0.6925641911371174,0.0,1.0,0.0,No Failure
-0.6514837080921401,-0.6767451166058639,0.8478489185841628,-0.9912392935693648,0.7239880236672663,0.0,1.0,0.0,No Failure
-0.601494887090983,-0.609342297847504,-0.14990376618633097,0.07234443526336946,0.7554118561974152,0.0,1.0,0.0,No Failure
-0.601494887090983,-0.609342297847504,-0.34499507326436046,0.24291918422710942,0.7868356887275642,0.0,1.0,0.0,No Failure
-0.601494887090983,-0.609342297847504,-0.14432972884124443,0.03220920021307704,0.8182595212577132,0.0,1.0,0.0,No Failure
-0.601494887090983,-0.6767451166058639,0.680627798231566,-1.0514421461448027,0.8496833537878621,0.0,0.0,1.0,No Failure
-0.601494887090983,-0.609342297847504,-0.8968247704279296,1.446976235735865,0.8968191025830855,0.0,1.0,0.0,No Failure
-0.601494887090983,-0.609342297847504,-0.8132142102516313,1.2663676780095519,0.9282429351132344,0.0,1.0,0.0,No Failure
-0.601494887090983,-0.6767451166058639,0.2960192214205936,-0.1785007838009546,0.9596667676433834,0.0,0.0,1.0,No Failure
-0.601494887090983,-0.6767451166058639,1.6170660722061077,-1.7136735244746184,1.0068025164386067,0.0,1.0,0.0,No Failure
-0.5515060660898544,-0.6767451166058639,1.5223074373396361,-1.4126592615974296,1.0382263489687558,0.0,0.0,1.0,No Failure
-0.5015172450886974,-0.609342297847504,-0.08858935539037885,-0.1383655487506629,1.085362097763979,0.0,1.0,0.0,No Failure
-0.5015172450886974,-0.609342297847504,-0.8076401729065448,0.5138320208165797,1.116785930294128,0.0,1.0,0.0,No Failure
-0.5515060660898544,-0.7441479353642237,0.7809604704431241,-1.1317126162453865,1.1482097628242771,0.0,0.0,1.0,No Failure
-0.601494887090983,-0.7441479353642237,-0.4063094840603126,0.4134939331908501,1.1953455116195004,1.0,0.0,0.0,No Failure
-0.601494887090983,-0.7441479353642237,-0.06629320601003262,-0.7604616920301869,1.2739050929448728,0.0,1.0,0.0,No Failure
-0.5515060660898544,-0.6767451166058639,-0.7184555753851598,2.5807966259066104,1.3053289254750218,0.0,1.0,0.0,Power Failure
-0.5515060660898544,-0.6767451166058639,2.1465996199893307,-1.743774950762337,1.3367527580051708,0.0,0.0,1.0,No Failure
-0.5515060660898544,-0.609342297847504,-0.4843460068915244,0.5539672558668715,1.383888506800394,0.0,1.0,0.0,No Failure
-0.5515060660898544,-0.609342297847504,-0.9469911065337087,0.44359535947856865,1.4153123393305431,0.0,1.0,0.0,No Failure
-0.5015172450886974,-0.609342297847504,0.2960192214205936,-0.49958266420328973,1.446736171860692,0.0,1.0,0.0,No Failure
-0.5515060660898544,-0.6767451166058639,0.3461855575263726,-0.77049550079276,1.478160004390841,0.0,1.0,0.0,No Failure
-0.601494887090983,-0.7441479353642237,-0.8912507330828431,0.6743729610177472,1.50958383692099,0.0,1.0,0.0,No Failure
-0.601494887090983,-0.7441479353642237,-0.4341796707857454,0.7947786661686224,1.5410076694511388,0.0,1.0,0.0,No Failure
-0.601494887090983,-0.7441479353642237,-0.46762389485626477,0.13254728783880668,1.5724315019812878,0.0,1.0,0.0,Tool Wear Failure
-0.601494887090983,-0.7441479353642237,-0.7853440235261985,1.1559957816212492,-1.6956470811542024,0.0,1.0,0.0,No Failure
-0.601494887090983,-0.7441479353642237,-0.7630478741458523,-0.20860221008867394,-1.6642232486240534,0.0,1.0,0.0,No Failure
-0.601494887090983,-0.8115507541225454,-0.5233642683071303,0.9954548414200817,-1.6327994160939043,1.0,0.0,0.0,No Failure
-0.5515060660898544,-0.7441479353642237,-0.49549408158169755,0.7546434311183307,-1.554239834768532,0.0,1.0,0.0,No Failure
-0.5515060660898544,-0.7441479353642237,-0.47877196954643786,0.08237824402594186,-1.522816002238383,0.0,1.0,0.0,No Failure
-0.5015172450886974,-0.6767451166058639,-0.38958737202505295,0.012141582687931545,-1.4913921697082342,0.0,1.0,0.0,No Failure
-0.5515060660898544,-0.7441479353642237,-0.6515671272441211,0.7646772398809037,-1.4599683371780852,0.0,1.0,0.0,No Failure
-0.5015172450886974,-0.6767451166058639,1.4777151385789438,-1.3223549827342727,-1.4285445046479364,0.0,0.0,1.0,No Failure
-0.5015172450886974,-0.6767451166058639,-0.5735306044129094,0.39342631566570385,-1.3814087558527128,1.0,0.0,0.0,No Failure
-0.5015172450886974,-0.6767451166058639,0.028465428856438848,-0.8206645446056244,-1.3028491745273405,0.0,1.0,0.0,No Failure
-0.5015172450886974,-0.6767451166058639,-0.6682892392793808,0.5238658295791528,-1.2714253419971915,0.0,0.0,1.0,No Failure
-0.5515060660898544,-0.7441479353642237,-0.2892546998134949,-0.04806126988750638,-1.2242895932019682,0.0,0.0,1.0,No Failure
-0.5515060660898544,-0.7441479353642237,1.1934392339795292,-1.4226930703600023,-1.1771538444067446,0.0,1.0,0.0,No Failure
-0.5515060660898544,-0.7441479353642237,1.6226401095511942,-1.5129973492231592,-1.1457300118765958,0.0,1.0,0.0,No Failure
-0.5515060660898544,-0.7441479353642237,1.0485142630072788,-1.2922535564465536,-1.1143061793464468,0.0,0.0,1.0,No Failure
-0.45152842408754035,-0.6767451166058639,-0.49549408158169755,0.30312203680254735,-1.0671704305512235,0.0,1.0,0.0,No Failure
-0.5015172450886974,-0.7441479353642237,0.4632403417731903,-0.8106307358430517,-1.0357465980210745,0.0,1.0,0.0,No Failure
-0.5015172450886974,-0.6767451166058639,-1.0473237787452667,1.2262324429592601,-1.0043227654909255,0.0,0.0,1.0,No Failure
-0.5015172450886974,-0.6767451166058639,0.20126058655412213,-0.4694812379155711,-0.9571870166957022,0.0,0.0,1.0,No Failure
-0.5515060660898544,-0.7441479353642237,1.1767171219442696,-1.011306911094511,-0.9100512679004787,0.0,0.0,1.0,No Failure
-0.5515060660898544,-0.8115507541225454,-0.05514513131985951,-0.7303602657424676,-0.8629155191052553,0.0,1.0,0.0,No Failure
-0.601494887090983,-0.8115507541225454,-0.08858935539037885,0.44359535947856865,-0.8314916865751063,0.0,1.0,0.0,No Failure
-0.601494887090983,-0.7441479353642237,1.7452689311430984,-1.5029635404605861,-0.8000678540449574,0.0,1.0,0.0,No Failure
-0.601494887090983,-0.8115507541225454,2.52006012211013,-1.9344173172512236,-0.7686440215148085,0.0,1.0,0.0,No Failure
-0.601494887090983,-0.8115507541225454,0.08977983965239097,0.062310626500796364,-0.7372201889846596,0.0,1.0,0.0,No Failure
-0.601494887090983,-0.8115507541225454,-0.5456604176874765,0.05227681773822326,-0.7057963564545106,0.0,0.0,1.0,No Failure
-0.601494887090983,-0.8789535728809053,-0.49549408158169755,0.34325727185283905,-0.6586606076592871,0.0,1.0,0.0,No Failure
-0.601494887090983,-0.8789535728809053,0.290445184075507,-0.8909012059436351,-0.6272367751291382,0.0,1.0,0.0,No Failure
-0.601494887090983,-0.8789535728809053,-0.5233642683071303,0.8549815187440603,-0.5958129425989893,0.0,1.0,0.0,No Failure
-0.601494887090983,-0.8115507541225454,-0.23351432636262934,0.6844067697803197,-0.5643891100688403,0.0,0.0,1.0,No Failure
-0.5515060660898544,-0.8115507541225454,0.45766630442810374,-0.7303602657424676,-0.5172533612736169,1.0,0.0,0.0,No Failure
-0.5515060660898544,-0.8789535728809053,0.18453847451886246,-0.5898869430664463,-0.43869377994824454,0.0,1.0,0.0,No Failure
-0.601494887090983,-0.9463563916392268,1.8567496780448296,-1.75380875952491,-0.40726994741809563,0.0,1.0,0.0,No Failure
-0.6514837080921401,-0.9463563916392268,-0.22236625167245622,0.35329108061541215,-0.37584611488794667,1.0,0.0,0.0,No Failure
-0.601494887090983,-0.8789535728809053,-0.2279402890175428,-0.04806126988750638,-0.29728653356257434,0.0,0.0,1.0,No Failure
-0.601494887090983,-0.9463563916392268,-0.2948287371585815,0.1927501404142446,-0.2501507847673509,0.0,0.0,1.0,No Failure
-0.601494887090983,-0.9463563916392268,0.7865345077882107,-1.0614759549073758,-0.2030150359721275,0.0,1.0,0.0,No Failure
-0.601494887090983,-0.9463563916392268,-0.6014007911383421,0.5740348733920176,-0.17159120344197856,0.0,1.0,0.0,No Failure
-0.5515060660898544,-0.8789535728809053,0.13994617575817,-0.5898869430664463,-0.1401673709118296,0.0,1.0,0.0,No Failure
-0.601494887090983,-0.9463563916392268,0.3350374828361995,-0.700258839454749,-0.10874353838168067,0.0,1.0,0.0,No Failure
-0.601494887090983,-0.9463563916392268,0.9370335161055476,-1.191915468820824,-0.07731970585153172,0.0,0.0,1.0,No Failure
-0.6514837080921401,-1.0137592103975868,-0.40073544671522604,0.07234443526336946,-0.03018395705630831,0.0,1.0,0.0,No Failure
-0.5515060660898544,-0.8789535728809053,-0.590252716448169,0.473696785766288,0.0012398754738406315,0.0,1.0,0.0,No Failure
-0.5515060660898544,-0.8789535728809053,0.10650195168765066,0.12251347907623428,0.03266370800398957,0.0,1.0,0.0,No Failure
-0.5015172450886974,-0.8115507541225454,-1.2758593098938156,1.0757253115206658,0.06408754053413852,0.0,1.0,0.0,No Failure
-0.5515060660898544,-0.8789535728809053,0.039613503546611965,0.34325727185283905,0.09551137306428746,0.0,1.0,0.0,No Failure
-0.5515060660898544,-0.8789535728809053,1.0485142630072788,-1.0614759549073758,0.1269352055944364,0.0,1.0,0.0,No Failure
-0.5515060660898544,-0.9463563916392268,0.11765002637782376,-0.7805293095553324,0.15835903812458535,0.0,1.0,0.0,No Failure
-0.5015172450886974,-0.9463563916392268,-1.169952600337171,2.059038570252816,0.1897828706547343,0.0,1.0,0.0,No Failure
-0.5515060660898544,-0.9463563916392268,-0.7017334633499002,0.654305343492601,0.22120670318488322,0.0,1.0,0.0,No Failure
-0.5015172450886974,-0.9463563916392268,0.2681490346951608,-0.1383655487506629,0.2526305357150322,0.0,1.0,0.0,No Failure
-0.5515060660898544,-1.0137592103975868,0.1120759890327372,-0.5698193255413008,0.2840543682451811,0.0,1.0,0.0,No Failure
-0.601494887090983,-1.0811620291559467,-0.3672912226447067,0.11247967031366117,0.31547820077533006,0.0,1.0,0.0,No Failure
-0.601494887090983,-1.0811620291559467,1.1042546364581445,-1.2320507038711161,0.346902033305479,0.0,1.0,0.0,No Failure
-0.6514837080921401,-1.0811620291559467,-0.5456604176874765,0.32318965432769353,0.37832586583562794,0.0,0.0,1.0,No Failure
-0.6514837080921401,-1.0811620291559467,-0.6069748284834287,0.9653534151323631,0.42546161463085136,0.0,0.0,1.0,No Failure
-0.601494887090983,-1.0811620291559467,-0.9469911065337087,1.3065029130598436,0.4725973634260748,0.0,1.0,0.0,No Failure
-0.601494887090983,-1.0137592103975868,0.9593296654858939,-1.1517802337705323,0.5040211959562237,0.0,0.0,1.0,No Failure
-0.6514837080921401,-1.0137592103975868,-0.6627152019342942,0.5740348733920176,0.5511569447514472,1.0,0.0,0.0,No Failure
-0.6514837080921401,-0.9463563916392268,-1.3483217953799407,1.5372805145990216,0.6297165260768195,0.0,1.0,0.0,No Failure
-0.601494887090983,-0.9463563916392268,-0.501068118926784,0.9452857976072169,0.6611403586069684,1.0,0.0,0.0,No Failure
-0.601494887090983,-0.9463563916392268,-1.509968878387451,1.5874495584118864,0.7396999399323407,0.0,1.0,0.0,No Failure
-0.601494887090983,-0.9463563916392268,-0.15547780353141755,-0.389210767814987,0.7711237724624898,0.0,1.0,0.0,No Failure
-0.6514837080921401,-1.0137592103975868,0.028465428856438848,-0.4795150466781435,0.8025476049926387,0.0,1.0,0.0,No Failure
-0.7014725290932686,-1.0811620291559467,1.3327901676066933,-1.1818816600582513,0.8339714375227876,0.0,0.0,1.0,No Failure
-0.7014725290932686,-1.0811620291559467,-0.7351776874204194,1.0556576939955196,0.881107186318011,1.0,0.0,0.0,No Failure
-0.7014725290932686,-1.0811620291559467,-0.8243622849418044,0.24291918422710942,0.9596667676433834,0.0,0.0,1.0,No Failure
-0.7514613500944256,-1.0811620291559467,-0.14432972884124443,-0.6400559868793111,1.0068025164386067,0.0,1.0,0.0,No Failure
-0.7514613500944256,-1.0811620291559467,0.4074999683223247,-0.389210767814987,1.0382263489687558,1.0,0.0,0.0,No Failure
-0.8014501710955827,-1.0811620291559467,-0.1331816541510713,0.012141582687931545,1.116785930294128,0.0,1.0,0.0,No Failure
-0.8514389920967113,-1.1485648479142683,-0.8912507330828431,0.8048124749311955,1.1482097628242771,0.0,0.0,1.0,No Failure
-0.8014501710955827,-1.1485648479142683,-0.3672912226447067,-0.007926034837214666,1.1953455116195004,0.0,1.0,0.0,No Failure
-0.8014501710955827,-1.1485648479142683,-0.6515671272441211,0.27302061051482873,1.2267693441496494,0.0,1.0,0.0,No Failure
-0.8014501710955827,-1.215967666672628,-0.4230315960955723,-0.23870363637639253,1.2581931766797982,0.0,0.0,1.0,No Failure
-0.8014501710955827,-1.215967666672628,0.25142692265990113,0.10244586155108806,1.3053289254750218,0.0,0.0,1.0,No Failure
-0.8014501710955827,-1.215967666672628,1.7341208564529254,-1.3022873652091267,1.352464674270245,0.0,1.0,0.0,No Failure
-0.8014501710955827,-1.215967666672628,-0.06071916866494607,-0.3791769590524139,1.383888506800394,0.0,1.0,0.0,No Failure
-0.8014501710955827,-1.215967666672628,2.497763972729784,-2.02472159611438,1.4153123393305431,1.0,0.0,0.0,No Failure
-0.8014501710955827,-1.2833704854309498,-0.24466240105280246,0.6041362996797363,1.4938719206559155,0.0,0.0,1.0,No Failure
-0.8014501710955827,-1.215967666672628,-0.3394210359192739,0.35329108061541215,1.5410076694511388,1.0,0.0,0.0,No Failure
-0.8014501710955827,-1.215967666672628,-0.22236625167245622,0.002107773925358439,1.619567250776511,0.0,0.0,1.0,No Failure
-0.8014501710955827,-1.215967666672628,-0.37843929733487985,0.7044743873054659,1.6667029995717346,0.0,1.0,0.0,No Failure
-0.8014501710955827,-1.215967666672628,-1.431932355556239,2.079106187777962,1.6981268321018836,0.0,1.0,0.0,Overstrain Failure
-0.8514389920967113,-1.2833704854309498,-0.7073075006949867,1.2362662517218326,1.7295506646320324,0.0,1.0,0.0,Overstrain Failure
-0.8514389920967113,-1.2833704854309498,0.2625749973500742,-0.44941362039042493,-1.6956470811542024,0.0,1.0,0.0,No Failure
-0.8014501710955827,-1.215967666672628,-0.3951614093701395,0.38339250690313076,-1.6642232486240534,0.0,0.0,1.0,No Failure
-0.7514613500944256,-1.1485648479142683,-0.5512344550325631,0.36332488937798524,-1.6170874998288298,0.0,0.0,1.0,No Failure
-0.7514613500944256,-1.0811620291559467,1.081958487077798,-1.4026254528348563,-1.5699517510336065,0.0,1.0,0.0,No Failure
-0.8014501710955827,-1.215967666672628,0.4074999683223247,-0.7403940745050407,-1.5385279185034575,1.0,0.0,0.0,No Failure
-0.8014501710955827,-1.1485648479142683,-0.45090178282100507,0.29308822803997425,-1.4599683371780852,1.0,0.0,0.0,No Failure
-0.8014501710955827,-1.1485648479142683,-0.590252716448169,2.239647127979129,-1.3814087558527128,0.0,1.0,0.0,Power Failure
-0.8014501710955827,-1.1485648479142683,-1.231267011133123,1.9185652475767945,-1.3499849233225638,0.0,1.0,0.0,No Failure
-0.8014501710955827,-1.215967666672628,0.3963518936321516,-0.49958266420328973,-1.318561090792415,0.0,0.0,1.0,No Failure
-0.9014278130978683,-1.2833704854309498,-0.42860563344065883,1.0857591202832382,-1.2714253419971915,0.0,1.0,0.0,No Failure
-0.9514166340989969,-1.3507733041893095,2.1465996199893307,-1.9243835084886505,-1.2400015094670427,0.0,0.0,1.0,No Failure
-0.9014278130978683,-1.3507733041893095,0.290445184075507,-0.630022178116738,-1.1928657606718192,0.0,0.0,1.0,No Failure
-0.9014278130978683,-1.2833704854309498,-1.2981554592741618,1.8382947774762104,-1.1457300118765958,0.0,1.0,0.0,No Failure
-0.9014278130978683,-1.2833704854309498,-0.8745286210475834,0.35329108061541215,-1.1143061793464468,0.0,1.0,0.0,No Failure
-0.9014278130978683,-1.2833704854309498,0.4409441923928441,-0.5296840904910083,-1.0828823468162978,0.0,1.0,0.0,No Failure
-0.9014278130978683,-1.215967666672628,2.50333801007487,-1.8641806559132128,-1.051458514286149,0.0,1.0,0.0,No Failure
-0.9014278130978683,-1.215967666672628,-0.5735306044129094,1.025556267707801,-1.020034681756,0.0,1.0,0.0,No Failure
-0.9014278130978683,-1.1485648479142683,-1.3093035339643349,0.9854210326575086,-0.9886108492258511,0.0,1.0,0.0,No Failure
-0.9014278130978683,-1.1485648479142683,-0.3561431479545336,0.9954548414200817,-0.9571870166957022,0.0,1.0,0.0,No Failure
-0.9014278130978683,-1.1485648479142683,1.589195885480675,-1.5832340105611697,-0.9257631841655531,1.0,0.0,0.0,No Failure
-0.9514166340989969,-1.215967666672628,-1.0974901148510456,0.8148462836937685,-0.8472036028401808,0.0,0.0,1.0,No Failure
-0.9514166340989969,-1.215967666672628,-0.30040277450366804,0.07234443526336946,-0.8000678540449574,0.0,1.0,0.0,No Failure
-0.9014278130978683,-1.215967666672628,0.7140720223020853,-0.9410702497565,-0.7686440215148085,0.0,1.0,0.0,No Failure
-0.9014278130978683,-1.215967666672628,-0.5177902309620438,-0.1785007838009546,-0.7372201889846596,0.0,1.0,0.0,No Failure
-0.9514166340989969,-1.1485648479142683,-1.3260256459995945,1.6075171759370326,-0.7057963564545106,0.0,1.0,0.0,No Failure
-0.9014278130978683,-1.0811620291559467,-0.8912507330828431,0.31315584556512044,-0.6743725239243616,0.0,1.0,0.0,No Failure
-0.8514389920967113,-1.0137592103975868,0.3740557442518054,-0.6400559868793111,-0.6429486913942127,0.0,1.0,0.0,No Failure
-0.8514389920967113,-1.0811620291559467,0.0005952421310060629,0.34325727185283905,-0.6115248588640637,0.0,0.0,1.0,No Failure
-0.9014278130978683,-1.0811620291559467,-0.34499507326436046,0.9954548414200817,-0.5643891100688403,0.0,1.0,0.0,No Failure
-0.9014278130978683,-1.0811620291559467,0.7084979849569988,-0.5397178992535814,-0.5329652775386914,0.0,1.0,0.0,No Failure
-0.9014278130978683,-1.0811620291559467,-0.7853440235261985,1.1860972079089678,-0.5015414450085425,1.0,0.0,0.0,No Failure
-0.9014278130978683,-1.0811620291559467,0.7753864330980376,-0.5397178992535814,-0.4229818636831701,1.0,0.0,0.0,No Failure
-0.9014278130978683,-1.0137592103975868,6.349423778184595,-2.93779819350852,-0.34442228235779776,0.0,0.0,1.0,Power Failure
-0.8514389920967113,-1.0137592103975868,-0.47877196954643786,0.29308822803997425,-0.29728653356257434,0.0,1.0,0.0,No Failure
-0.8514389920967113,-0.9463563916392268,-0.5958267537932556,0.95531960636979,-0.2658627010324254,1.0,0.0,0.0,No Failure
-0.8014501710955827,-0.9463563916392268,-0.06629320601003262,0.09241205278851497,-0.18730311970705302,0.0,0.0,1.0,No Failure
-0.8014501710955827,-0.8789535728809053,0.2737230720402474,-0.49958266420328973,-0.1401673709118296,0.0,1.0,0.0,No Failure
-0.8014501710955827,-0.9463563916392268,-0.590252716448169,0.714508196068039,-0.10874353838168067,0.0,1.0,0.0,No Failure
-0.8014501710955827,-0.9463563916392268,0.3907778562870651,-0.49958266420328973,-0.07731970585153172,0.0,1.0,0.0,No Failure
-0.8514389920967113,-1.0137592103975868,0.20126058655412213,0.12251347907623428,-0.045895873321382785,0.0,1.0,0.0,No Failure
-0.8014501710955827,-1.0137592103975868,0.5412768646044022,-0.4293460028652787,-0.014472040791233839,0.0,0.0,1.0,No Failure
-0.8014501710955827,-1.0137592103975868,-0.27253258777823525,-0.20860221008867394,0.03266370800398957,0.0,1.0,0.0,No Failure
-0.8014501710955827,-1.0137592103975868,1.1265507858384907,-0.7203264569798952,0.06408754053413852,0.0,1.0,0.0,No Failure
-0.7514613500944256,-0.9463563916392268,-1.0863420401608725,1.3065029130598436,0.09551137306428746,0.0,0.0,1.0,No Failure
-0.7514613500944256,-0.8789535728809053,0.3907778562870651,-0.4694812379155711,0.14264712185951087,0.0,1.0,0.0,No Failure
-0.8014501710955827,-0.8789535728809053,-0.6571411645892077,2.079106187777962,0.1740709543896598,0.0,0.0,1.0,Power Failure
-0.8014501710955827,-0.9463563916392268,0.290445184075507,-0.32900791523954903,0.22120670318488322,0.0,1.0,0.0,No Failure
-0.8014501710955827,-0.9463563916392268,-0.34499507326436046,0.40346012442827694,0.2526305357150322,0.0,1.0,0.0,No Failure
-0.8014501710955827,-0.8789535728809053,-0.08858935539037885,-0.389210767814987,0.2840543682451811,0.0,1.0,0.0,No Failure
-0.7514613500944256,-0.8789535728809053,0.20126058655412213,-0.6099545605915925,0.31547820077533006,0.0,1.0,0.0,No Failure
-0.8014501710955827,-0.8789535728809053,-1.0863420401608725,1.2964691042972705,0.346902033305479,1.0,0.0,0.0,No Failure
-0.8014501710955827,-0.8789535728809053,-0.8522324716672371,0.4937644032914335,0.42546161463085136,0.0,1.0,0.0,No Failure
